Threshold,Distance from 0.50,Observations,Positive Rate,Predicted Positive Rate,Accuracy,Balanced Accuracy,ROC-AUC,Average Precision,Macro F1,Positive Precision,Positive Recall,Matthews Correlation,Brier Score,Log Loss
0.3,0.2,415.0,0.5060240963855421,1.0,0.5060240963855421,0.5,0.5324506387921022,0.5362039148231492,0.336,0.5060240963855421,1.0,0.0,0.26157302892855133,0.7179041371064896
0.31,0.19,415.0,0.5060240963855421,1.0,0.5060240963855421,0.5,0.5324506387921022,0.5362039148231492,0.336,0.5060240963855421,1.0,0.0,0.26157302892855133,0.7179041371064896
0.32,0.18,415.0,0.5060240963855421,1.0,0.5060240963855421,0.5,0.5324506387921022,0.5362039148231492,0.336,0.5060240963855421,1.0,0.0,0.26157302892855133,0.7179041371064896
0.33,0.16999999999999998,415.0,0.5060240963855421,1.0,0.5060240963855421,0.5,0.5324506387921022,0.5362039148231492,0.336,0.5060240963855421,1.0,0.0,0.26157302892855133,0.7179041371064896
0.34,0.15999999999999998,415.0,0.5060240963855421,1.0,0.5060240963855421,0.5,0.5324506387921022,0.5362039148231492,0.336,0.5060240963855421,1.0,0.0,0.26157302892855133,0.7179041371064896
0.35,0.15000000000000002,415.0,0.5060240963855421,1.0,0.5060240963855421,0.5,0.5324506387921022,0.5362039148231492,0.336,0.5060240963855421,1.0,0.0,0.26157302892855133,0.7179041371064896
0.36,0.14,415.0,0.5060240963855421,1.0,0.5060240963855421,0.5,0.5324506387921022,0.5362039148231492,0.336,0.5060240963855421,1.0,0.0,0.26157302892855133,0.7179041371064896
0.37,0.13,415.0,0.5060240963855421,0.9951807228915662,0.5060240963855421,0.5000580720092915,0.5324506387921022,0.5362039148231492,0.3403044331231923,0.5060532687651331,0.9952380952380953,0.0008384813414416452,0.26157302892855133,0.7179041371064896
0.38,0.12,415.0,0.5060240963855421,0.9951807228915662,0.5060240963855421,0.5000580720092915,0.5324506387921022,0.5362039148231492,0.3403044331231923,0.5060532687651331,0.9952380952380953,0.0008384813414416452,0.26157302892855133,0.7179041371064896
0.39,0.10999999999999999,415.0,0.5060240963855421,0.9927710843373494,0.5036144578313253,0.49767711962833916,0.5324506387921022,0.5362039148231492,0.33921283700222604,0.5048543689320388,0.9904761904761905,-0.027417899638780135,0.26157302892855133,0.7179041371064896
0.4,0.09999999999999998,415.0,0.5060240963855421,0.9927710843373494,0.5036144578313253,0.49767711962833916,0.5324506387921022,0.5362039148231492,0.33921283700222604,0.5048543689320388,0.9904761904761905,-0.027417899638780135,0.26157302892855133,0.7179041371064896
0.41,0.09000000000000002,415.0,0.5060240963855421,0.9855421686746988,0.5108433734939759,0.5049941927990709,0.5324506387921022,0.5362039148231492,0.3549831941137288,0.508557457212714,0.9904761904761905,0.04183546480444315,0.26157302892855133,0.7179041371064896
0.42,0.08000000000000002,415.0,0.5060240963855421,0.9759036144578314,0.5108433734939759,0.5051103368176538,0.5324506387921022,0.5362039148231492,0.362866326337682,0.508641975308642,0.9809523809523809,0.03332257752222652,0.26157302892855133,0.7179041371064896
0.43,0.07,415.0,0.5060240963855421,0.9590361445783132,0.5084337349397591,0.502903600464576,0.5324506387921022,0.5362039148231492,0.37277738264580373,0.507537688442211,0.9619047619047619,0.01464830702345059,0.26157302892855133,0.7179041371064896
0.44,0.06,415.0,0.5060240963855421,0.9542168674698795,0.5036144578313253,0.4981416957026713,0.5324506387921022,0.5362039148231492,0.3702115747289015,0.5050505050505051,0.9523809523809523,-0.008890148415803939,0.26157302892855133,0.7179041371064896
0.45,0.04999999999999999,415.0,0.5060240963855421,0.9397590361445783,0.4987951807228916,0.4934959349593496,0.5324506387921022,0.5362039148231492,0.3744927536231884,0.5025641025641026,0.9333333333333333,-0.027333745172998258,0.26157302892855133,0.7179041371064896
0.46,0.03999999999999998,415.0,0.5060240963855421,0.9228915662650602,0.4867469879518072,0.48164924506387924,0.5324506387921022,0.5362039148231492,0.3710376331461993,0.4960835509138381,0.9047619047619048,-0.06878537874308827,0.26157302892855133,0.7179041371064896
0.47,0.030000000000000027,415.0,0.5060240963855421,0.9156626506024096,0.4891566265060241,0.4841463414634146,0.5324506387921022,0.5362039148231492,0.3786723163841808,0.49736842105263157,0.9,-0.05704535051522047,0.26157302892855133,0.7179041371064896
0.48,0.020000000000000018,415.0,0.5060240963855421,0.8987951807228916,0.491566265060241,0.48675958188153307,0.5324506387921022,0.5362039148231492,0.39191394504204835,0.49865951742627346,0.8857142857142857,-0.04389744186340981,0.26157302892855133,0.7179041371064896
0.49,0.010000000000000009,415.0,0.5060240963855421,0.8843373493975903,0.491566265060241,0.48693379790940766,0.5324506387921022,0.5362039148231492,0.40016166487419597,0.4986376021798365,0.8714285714285714,-0.0408519031602705,0.26157302892855133,0.7179041371064896
0.5,0.0,415.0,0.5060240963855421,0.8602409638554217,0.4963855421686747,0.49204413472706154,0.5324506387921022,0.5362039148231492,0.41835824598815724,0.5014005602240896,0.8523809523809524,-0.02294330025850553,0.26157302892855133,0.7179041371064896
0.51,0.010000000000000009,415.0,0.5060240963855421,0.8481927710843373,0.4987951807228916,0.4945993031358885,0.5324506387921022,0.5362039148231492,0.4268869177245445,0.5028409090909091,0.8428571428571429,-0.015049593466641198,0.26157302892855133,0.7179041371064896
0.52,0.020000000000000018,415.0,0.5060240963855421,0.8337349397590361,0.5036144578313253,0.4995934959349594,0.5324506387921022,0.5362039148231492,0.43883579267972483,0.5057803468208093,0.8333333333333334,-0.0010917391178533369,0.26157302892855133,0.7179041371064896
0.53,0.030000000000000027,415.0,0.5060240963855421,0.7879518072289157,0.5301204819277109,0.5266550522648084,0.5324506387921022,0.5362039148231492,0.4856712490704902,0.5229357798165137,0.8142857142857143,0.06520500004905042,0.26157302892855133,0.7179041371064896
0.54,0.040000000000000036,415.0,0.5060240963855421,0.7469879518072289,0.5325301204819277,0.5295586527293844,0.5324506387921022,0.5362039148231492,0.5005583126550869,0.5258064516129032,0.7761904761904762,0.06798697408278241,0.26157302892855133,0.7179041371064896
0.55,0.050000000000000044,415.0,0.5060240963855421,0.708433734939759,0.5325301204819277,0.5300232288037167,0.5324506387921022,0.5362039148231492,0.5099936702697438,0.5272108843537415,0.7380952380952381,0.06605529237320214,0.26157302892855133,0.7179041371064896
0.56,0.06000000000000005,415.0,0.5060240963855421,0.6819277108433734,0.5397590361445783,0.5375725900116144,0.5324506387921022,0.5362039148231492,0.5229052431368536,0.5335689045936396,0.719047619047619,0.0806691579649257,0.26157302892855133,0.7179041371064896
