Date,XGBoost Standalone,Equal-Weight Voting: Four Models,Equal-Weight Voting: Three Models,Development-Skill-Weighted Voting,Logistic Blending: Four Models,Logistic Blending: Three Models
2022-07-21,0.9474874138832092,0.6697350700259549,0.7064873736073854,0.7135091882093224,0.5363609275526843,0.5363609275526842
2022-07-22,0.8681398630142212,0.6729691203616948,0.7107994407217052,0.699117511455474,0.5018866689215435,0.5018866689215435
2022-07-25,0.4489913582801819,0.5344014260615362,0.5260425149881603,0.5296191424329797,0.37988181324386666,0.37988181324386666
2022-07-26,0.8089621067047119,0.6395995686506581,0.6663067051069897,0.6656406528452924,0.4873274959962044,0.4873274959962044
2022-07-27,0.7357205748558044,0.6007711835111588,0.6145355249209906,0.6230404391526381,0.46390694268588534,0.46390694268588534
2022-07-28,0.8057447075843811,0.6122731202250976,0.6298714405395757,0.6413898151007664,0.4838905689429362,0.4838905689429362
2022-07-29,0.392269492149353,0.4888912107820796,0.465362227948885,0.4794474977609571,0.35574768248596317,0.35574768248596317
2022-08-01,0.3541535437107086,0.5102715034663161,0.49386928486120046,0.4954170641937371,0.35098734444337704,0.35098734444337704
2022-08-02,0.891970157623291,0.6577130297752722,0.6904579866064751,0.6884710354045622,0.5066548869155506,0.5066548869155506
2022-08-03,0.4271482825279236,0.5165097657092022,0.5021869678517151,0.5111919040329012,0.37241611404507824,0.37241611404507824
2022-08-04,0.9386855959892273,0.6526898508312782,0.6837604146811498,0.6853795169859849,0.511571561821578,0.511571561821578
2022-08-05,0.892058253288269,0.6658542808377039,0.7013129880230508,0.7005502166435489,0.5159198537458571,0.5159198537458571
2022-08-08,0.49620679020881653,0.5380987448443277,0.5309722733652159,0.5330465201149591,0.38355695184689137,0.38355695184689137
2022-08-09,0.4080769717693329,0.5075826332293628,0.4902841245452627,0.49207946917858303,0.3525545630264183,0.35255456302641835
2022-08-10,0.6436727643013,0.5666462982488342,0.5690356779045578,0.5772312072782331,0.4275239240920115,0.4275239240920115
2022-08-11,0.5507956743240356,0.5330668586170049,0.5242630917287854,0.5302713851829585,0.3892534285748399,0.38925342857483997
2022-08-12,0.7663089632987976,0.5965825621493196,0.6089506964385384,0.623079624959752,0.47188382695913783,0.47188382695913783
2022-08-15,0.22893385589122772,0.46264039153469316,0.43036113561903644,0.4448579758520128,0.3256550260363173,0.3256550260363173
2022-08-16,0.3308720290660858,0.48508593943800826,0.46028853282345655,0.46567406006724316,0.33548357783241095,0.33548357783241095
2022-08-17,0.8433681130409241,0.6341105546977668,0.6589880198364678,0.6606974779477615,0.48889347521459053,0.48889347521459053
2022-08-18,0.3711443543434143,0.48652197614042375,0.4622032484266772,0.47239011546023213,0.3464612504304552,0.3464612504304553
2022-08-19,0.8999989032745361,0.6670228029568223,0.7028710175152085,0.703791568324335,0.5203621200520162,0.5203621200520162
2022-08-22,0.8595049977302551,0.6588046145352434,0.6919134329531035,0.6909424216622222,0.5071489387669401,0.5071489387669401
2022-08-23,0.5601539015769958,0.5545552114499742,0.5529142288394112,0.56302139122824,0.41479827427165483,0.41479827427165483
2022-08-24,0.8220729231834412,0.6302023269600352,0.6537770495194924,0.6578499427383835,0.4880488124935178,0.4880488124935178
2022-08-25,0.7429373860359192,0.6066638074096922,0.6223923567857018,0.6215692511033324,0.4536990058380104,0.4536990058380104
2022-08-26,0.5872797966003418,0.567507582359722,0.5701840567190747,0.5711299220345372,0.41244733689401053,0.41244733689401053
2022-08-29,0.7324327826499939,0.6254069951117553,0.6473832737217861,0.637136423935748,0.4533733592658272,0.4533733592658273
2022-08-30,0.9237896800041199,0.6875717958436411,0.7302696746976337,0.7208226329995494,0.5223351664698406,0.5223351664698406
2022-08-31,0.8427371382713318,0.645051953594629,0.6735765516989508,0.6720017721176377,0.49286656274322915,0.49286656274322915
2022-09-01,0.6708669066429138,0.6242816553374017,0.6458828206893145,0.6341023441952828,0.44565651310887194,0.44565651310887205
2022-09-02,0.5973204374313354,0.5881286353402867,0.5976787940264945,0.5916721615843779,0.41919872589601087,0.41919872589601087
2022-09-06,0.9418728947639465,0.6715190483618412,0.708866011388567,0.7142400762226649,0.5631813142361958,0.5631813142361957
2022-09-07,0.8524564504623413,0.6550929105275154,0.6869644942761326,0.6900891189575946,0.5358401243386545,0.5358401243386545
2022-09-08,0.75178462266922,0.6492692215678878,0.6791995756632959,0.6766691411888417,0.5189140828841204,0.5189140828841203
2022-09-09,0.6665645241737366,0.5863495592619586,0.5953066925887238,0.6047019924472901,0.44710804559897394,0.44710804559897394
2022-09-12,0.434906005859375,0.5119966699143016,0.49616950679184774,0.5076586041493858,0.34540280975213355,0.34540280975213355
2022-09-13,0.8809769749641418,0.6600705742122409,0.6936013791891001,0.686748716098865,0.5134403387355138,0.5134403387355139
2022-09-14,0.7447794675827026,0.6162384451179627,0.6351585403967291,0.6303698612989672,0.45301209174241736,0.4530120917424174
2022-09-15,0.9062901735305786,0.6790930370707675,0.7189646630004689,0.7105472130133637,0.5410426059213577,0.5410426059213577
2022-09-16,0.940747082233429,0.6917047407368857,0.7357802678886266,0.7266565364470854,0.558437355124637,0.5584373551246369
2022-09-19,0.8155934810638428,0.6319230104445857,0.6560712941655599,0.661877229557522,0.5049991068999979,0.5049991068999979
2022-09-20,0.7054126858711243,0.6169562139866549,0.6361155655549854,0.6351842953770893,0.46920697627802227,0.46920697627802216
2022-09-21,0.7444488406181335,0.606660774942937,0.6223883134966949,0.629804484192976,0.4706104235510026,0.4706104235510026
2022-09-22,0.8526527881622314,0.6607510822058906,0.6945087231806332,0.6908144770311061,0.5265446939462213,0.5265446939462213
2022-09-23,0.9306910634040833,0.6803350955506526,0.720620740973649,0.715267477225961,0.549652783268232,0.549652783268232
2022-09-26,0.6680591106414795,0.5801963797013989,0.5871024531746439,0.5955379152384892,0.43317913020017157,0.43317913020017157
2022-09-27,0.8227657079696655,0.6180783348465548,0.6376117267015187,0.6481307181377818,0.4926129110472632,0.4926129110472632
2022-09-28,0.5185683369636536,0.5519700633948255,0.5494673647658795,0.5566003353298288,0.3939213339197855,0.3939213339197855
2022-09-29,0.8438791036605835,0.6507378918705325,0.6811578027334889,0.6825574722104782,0.5238205924337328,0.5238205924337328
2022-09-30,0.5049566030502319,0.5360659718976872,0.5282619094363618,0.5366005131040508,0.37107066907160535,0.3710706690716054
2022-10-03,0.6443048119544983,0.5829802889315943,0.5908143321482379,0.5935799378605784,0.4244548162624021,0.4244548162624021
2022-10-04,0.7330581545829773,0.6002562319496743,0.6138489228390113,0.621079588705263,0.4595735264831551,0.4595735264831552
2022-10-05,0.7888923287391663,0.6352022207816101,0.6604435746149256,0.6586744994323678,0.49180376070610277,0.49180376070610277
2022-10-06,0.8057947754859924,0.6504001413427338,0.6807074686964238,0.6719367160060576,0.49769587908134827,0.49769587908134827
2022-10-07,0.8257700204849243,0.6675003138844674,0.7035076987520688,0.6880050018167162,0.5075309947792122,0.5075309947792122
2022-10-10,0.7487742304801941,0.6245837511561209,0.6462856151142733,0.6440655513883955,0.4751144697702852,0.4751144697702852
2022-10-11,0.8269994854927063,0.6307205075762445,0.6544679570077717,0.6572128519825167,0.49286965658795123,0.49286965658795123
2022-10-12,0.8421192169189453,0.6499295797850868,0.680080053286228,0.6746548302852553,0.5028889825703142,0.5028889825703142
2022-10-13,0.6904046535491943,0.5885999752627828,0.5983072472564892,0.6052669216773008,0.4419148745023082,0.4419148745023083
2022-10-14,0.6694322228431702,0.6152447296585454,0.6338335864508394,0.623208785106935,0.44194843903983577,0.44194843903983577
2022-10-17,0.9161254167556763,0.6639201671183423,0.6987341697305686,0.6989280120177714,0.5372176156525794,0.5372176156525794
2022-10-18,0.8223493695259094,0.6437194516579382,0.6717998824500299,0.6677622290577117,0.4975070114529059,0.4975070114529059
2022-10-19,0.5580567717552185,0.574361206444722,0.5793222221657416,0.5773319363245331,0.4041625418069505,0.4041625418069505
2022-10-20,0.7256332635879517,0.6138708022940778,0.6320016832982159,0.6320191573857039,0.46433996684443163,0.46433996684443163
2022-10-21,0.3261212110519409,0.4880420253196003,0.46422998066557924,0.47049630551753807,0.3033682281047499,0.30336822810474995
2022-10-24,0.5828944444656372,0.5598069143636407,0.5599164993909664,0.5675105797156555,0.40281685872547773,0.40281685872547784
2022-10-25,0.4874534606933594,0.529143529354424,0.5190319860453442,0.5245315208998865,0.3534476830667583,0.35344768306675833
2022-10-26,0.9226910471916199,0.6735540777336076,0.7115793838842558,0.7027529721186939,0.528209593159691,0.528209593159691
2022-10-27,0.30498552322387695,0.4992687893248435,0.47919899933923693,0.47795661806227996,0.3041636175139979,0.3041636175139979
2022-10-28,0.4956330955028534,0.5262943264718283,0.5152330488685498,0.528771660276541,0.36926997013247276,0.36926997013247276
2022-10-31,0.8638472557067871,0.6508612474925022,0.6813222768961151,0.6790269013011725,0.5114552570447025,0.5114552570447025
2022-11-01,0.9161147475242615,0.6769397854092467,0.7160936607851079,0.7129472849659912,0.5512348468003009,0.5512348468003009
2022-11-02,0.8490372896194458,0.6472712520594311,0.6765356163186871,0.6728218696349588,0.5022863884466391,0.5022863884466392
2022-11-03,0.7332791686058044,0.6129183498421531,0.6307317466956497,0.6307294904534615,0.46180639536423906,0.4618063953642392
2022-11-04,0.7296842932701111,0.6182307695098411,0.6378149729192338,0.6364470434573487,0.4678870614849871,0.4678870614849871
2022-11-07,0.9208108186721802,0.6655689319191815,0.7009325227983544,0.70250566676143,0.5436909490214235,0.5436909490214235
2022-11-08,0.8662180304527283,0.6551767350344011,0.6870762602853137,0.6888552759866771,0.5307850761603473,0.5307850761603473
2022-11-09,0.7566382884979248,0.6156641788750253,0.6343928520728127,0.6296285738978342,0.45088593796951876,0.4508859379695188
2022-11-10,0.171555757522583,0.43896565949439026,0.3987948262319659,0.410088722843985,0.25531237146165975,0.2553123714616598
2022-11-11,0.43004149198532104,0.5106187935623301,0.49433233832255224,0.5026551674649775,0.3353902658055042,0.3353902658055042
2022-11-14,0.5281444191932678,0.5672359112357707,0.5698218285538064,0.5628543049261755,0.380918046886597,0.380918046886597
2022-11-15,0.728111743927002,0.6056692451294581,0.6210662737453897,0.6255796555976354,0.46209427783740165,0.46209427783740165
2022-11-16,0.5434433221817017,0.5640617023541841,0.5655895500450243,0.5634231810172354,0.3870924293575384,0.3870924293575384
2022-11-17,0.9381822943687439,0.6853880678891553,0.727358037424986,0.7195900932674586,0.5511622095003598,0.5511622095003598
2022-11-18,0.6503705382347107,0.5957017004498553,0.607776214172586,0.6076917611488478,0.4385808114659978,0.4385808114659978
2022-11-21,0.825253427028656,0.6320399886559482,0.6562272651140432,0.6574852745152282,0.4911678084475059,0.4911678084475059
2022-11-22,0.8441782593727112,0.653870485798524,0.6853345946374776,0.6821229852917946,0.5162404935113044,0.5162404935113044
2022-11-23,0.6030845046043396,0.5663314884268746,0.5686159314752783,0.568235191004053,0.3903253832180049,0.39032538321800503
2022-11-25,0.7873498797416687,0.6085091826620017,0.6248528571221145,0.6305818800210912,0.4649191550239135,0.4649191550239135
2022-11-28,0.8256933689117432,0.660840410900766,0.6946278281071335,0.686135163673409,0.5155702276278282,0.5155702276278282
2022-11-29,0.5006043910980225,0.5422580857145953,0.5365180611922392,0.5360261542457307,0.3583731467219345,0.3583731467219346
2022-11-30,0.6549699902534485,0.5788140068005682,0.5852592893068698,0.5915777442023823,0.42599877586088514,0.42599877586088514
2022-12-01,0.7568315863609314,0.5934856033696603,0.6048214180656591,0.6189506899106556,0.46471390957494413,0.46471390957494413
2022-12-02,0.7129507064819336,0.5962914153836002,0.6085625007509124,0.6146633139798445,0.45113990270770754,0.45113990270770754
2022-12-05,0.6645351648330688,0.6074264855922306,0.6234092610290863,0.6166100849190075,0.43922583804307247,0.43922583804307247
2022-12-06,0.7975770831108093,0.6403158286627565,0.6672617184564542,0.6629283855559107,0.4928907338413201,0.4928907338413201
2022-12-07,0.8842299580574036,0.6602939502448315,0.6938992138992209,0.6940914768909002,0.5337612938455655,0.5337612938455654
2022-12-08,0.6963747143745422,0.6052814868848041,0.6205492627525176,0.6166810666276885,0.4405938093849331,0.4405938093849331
2022-12-09,0.7461212277412415,0.6127562270023477,0.6305155829092425,0.6325120284851149,0.4659772851984397,0.4659772851984397
2022-12-12,0.6219566464424133,0.5747721684902659,0.5798701715598001,0.5824131848730341,0.4114095155352311,0.4114095155352312
2022-12-13,0.49816781282424927,0.5423429691917534,0.5366312391617832,0.5365476652105925,0.3598189907459117,0.3598189907459118
2022-12-14,0.9751936793327332,0.6872912131594657,0.7298955644520665,0.7302929514752945,0.5741223458596633,0.5741223458596633
2022-12-15,0.8658358454704285,0.6780211653690891,0.7175355007315644,0.7044080131661579,0.5295731239124057,0.5295731239124057
2022-12-16,0.9004256725311279,0.7012537400013494,0.7485122669079115,0.7326739658597206,0.5604661522175782,0.5604661522175782
2022-12-19,0.9401466250419617,0.6910253253346318,0.7348743806856213,0.7322740777146836,0.5757198434872077,0.5757198434872077
2022-12-20,0.799144446849823,0.6491013975603562,0.6789758103199205,0.6780896477220477,0.5186739837511899,0.5186739837511898
2022-12-21,0.8721184134483337,0.6790271266884809,0.7188767824907534,0.7127173499140471,0.5507091892885724,0.5507091892885723
2022-12-22,0.9564143419265747,0.7082258192992387,0.7578083726384305,0.74621749529315,0.5795077810788458,0.5795077810788458
2022-12-23,0.8920966982841492,0.6751413302889898,0.7136957206247653,0.7099680203672438,0.5486745950964992,0.5486745950964991
2022-12-27,0.9509468078613281,0.6838493173476778,0.7253063700363495,0.7295691427275939,0.5811889752844221,0.581188975284422
2022-12-28,0.8766341805458069,0.6570334428792008,0.6895518707450469,0.6912831068588884,0.5329978812338161,0.5329978812338161
2022-12-29,0.7019683122634888,0.628865025310199,0.6519939806530443,0.6432740672432871,0.4688426841727812,0.4688426841727812
2022-12-30,0.9192454814910889,0.6997956225261199,0.7465681102742722,0.7388185790983615,0.5788727755037472,0.578872775503747
2023-01-03,0.9457652568817139,0.6973958897383541,0.743368466557251,0.7393474802204223,0.5825192596079714,0.5825192596079714
2023-01-04,0.8813030123710632,0.6666399654985701,0.7023605675708723,0.6981172566974818,0.46804374815495825,0.46804374815495825
2023-01-05,0.9248855113983154,0.68293376588235,0.7240856347492456,0.7205899918425104,0.4834623521498607,0.4834623521498607
2023-01-06,0.8620961904525757,0.6274414516255071,0.6500958824067884,0.653024413077486,0.46794867564900383,0.46794867564900383
2023-01-09,0.7991529703140259,0.6254037255526022,0.6473789143095817,0.6501876188624632,0.4570516558175223,0.4570516558175223
2023-01-10,0.9529150128364563,0.6730574679573993,0.7109172375159779,0.7101899179204423,0.4910984530550946,0.4910984530550946
2023-01-11,0.6764048337936401,0.5765410078288342,0.5822286240112245,0.5880201121895884,0.4262072407181586,0.4262072407181586
2023-01-12,0.7337157130241394,0.6127489435205243,0.6305058716001447,0.6337620196632057,0.4429909637486682,0.4429909637486682
2023-01-13,0.8950515985488892,0.6556336181756006,0.6876854378069132,0.6822743613377767,0.4626032660689736,0.4626032660689735
2023-01-17,0.9298654198646545,0.6677330129030965,0.7038179641102409,0.6942265984307584,0.46193064600837436,0.46193064600837436
2023-01-18,0.4282212555408478,0.5049374390822534,0.48675719901578346,0.4915172246456691,0.35882428470586797,0.35882428470586797
2023-01-19,0.8953609466552734,0.6635443895322634,0.69823313294913,0.6905861339284132,0.4599951748020688,0.4599951748020688
2023-01-20,0.2807173728942871,0.4600585612371034,0.4269186952222502,0.43632921880897124,0.3325170989159459,0.33251709891594583
2023-01-23,0.7466813325881958,0.5959050898857771,0.6080474000871482,0.6065578673422503,0.425837100466784,0.425837100466784
2023-01-24,0.6031328439712524,0.586351326435445,0.5953090488200388,0.5898569387496544,0.3903241858800226,0.3903241858800226
2023-01-25,0.8556732535362244,0.6485396768189214,0.6782268493313408,0.6707088365038856,0.44809741545468973,0.44809741545468973
2023-01-26,0.816231369972229,0.6272256516167267,0.6498081490617479,0.6499393625091754,0.453401740679894,0.453401740679894
2023-01-27,0.45400384068489075,0.5399330049291496,0.5334179534783118,0.5294315876476392,0.35444350051761414,0.3544435005176141
2023-01-30,0.887200653553009,0.6658854534691105,0.7013545515315928,0.6961039816417797,0.4659954034678448,0.4659954034678448
2023-01-31,0.2256586104631424,0.45215749041202125,0.41638393412214064,0.422378444908988,0.31426081863420186,0.3142608186342018
2023-02-01,0.27966293692588806,0.47633255702061994,0.4486173562669388,0.44843935178695066,0.31598359250380376,0.3159835925038037
2023-02-02,0.08886910229921341,0.40465273682684005,0.35304426267523237,0.36346920065051547,0.2897516418896288,0.2897516418896288
2023-02-03,0.3061438202857971,0.49241919465294803,0.47006620644337627,0.4710591385964299,0.32805796476709986,0.3280579647670998
2023-02-06,0.7266332507133484,0.6165963725288214,0.6356357769445408,0.635141184093225,0.43368198046069095,0.43368198046069095
2023-02-07,0.5604192614555359,0.5433019222881277,0.5379098432902826,0.5400558485450437,0.3863246473314899,0.3863246473314899
2023-02-08,0.7811424732208252,0.6205321622444901,0.6408834965654324,0.6346253438910031,0.4286296247830734,0.4286296247830734
2023-02-09,0.8311302661895752,0.6317257748012604,0.6558083133077927,0.6504067844729469,0.4430364441315896,0.4430364441315896
2023-02-10,0.8402112126350403,0.6451725204505241,0.6737373075068112,0.6712156693477078,0.4574484421597498,0.4574484421597498
2023-02-13,0.3693758547306061,0.49855025638799344,0.4782409554234368,0.4881654045515814,0.36055843499081885,0.36055843499081885
2023-02-14,0.7430598139762878,0.6104527919950431,0.6274443362328364,0.6223966640414339,0.4219178327001611,0.4219178327001611
2023-02-15,0.4978446066379547,0.5286584014377604,0.5183851488231261,0.5212407719126116,0.37324810224528615,0.3732481022452861
2023-02-16,0.5250226259231567,0.547421562011945,0.5434026962553722,0.5403407005780919,0.3697644851909127,0.36976448519091265
2023-02-17,0.6388788819313049,0.5943473533807505,0.6059704180804463,0.6071946332769085,0.41584485247274905,0.41584485247274905
2023-02-21,0.9298122525215149,0.6598632975793741,0.6933250103452777,0.6935012522059718,0.48447999944574016,0.48447999944574016
2023-02-22,0.48218217492103577,0.5453982768774385,0.5407049827426968,0.5415130008192284,0.3723224723289674,0.3723224723289674
2023-02-23,0.31626802682876587,0.4954738234869327,0.47413904488868913,0.48058364493833455,0.3434556492071708,0.34345564920717075
2023-02-24,0.9169211387634277,0.6822134760282232,0.7231252482770766,0.7170154985991316,0.4750208045730788,0.4750208045730788
2023-02-27,0.6675897836685181,0.5958241241106979,0.6079394457203761,0.6084828064216399,0.4190319908964335,0.4190319908964335
2023-02-28,0.8474320769309998,0.6294824275277425,0.6528171836097689,0.6589402683358119,0.474935452065711,0.474935452065711
2023-03-01,0.8355187177658081,0.669775669507607,0.7065415062495882,0.6991039440032982,0.45383084418865915,0.45383084418865904
2023-03-02,0.4821546673774719,0.5594310049286333,0.5594152868109566,0.5536679116380016,0.361546507365606,0.361546507365606
2023-03-03,0.47661149501800537,0.5334359752600881,0.5247552472528964,0.5328261245110062,0.38497784913295885,0.38497784913295885
2023-03-06,0.2777554988861084,0.46862581713064483,0.43834170308030534,0.44282911417596404,0.32371914800126633,0.32371914800126633
2023-03-07,0.38272932171821594,0.4983677786523905,0.47799765177596615,0.48212247301892924,0.3483431575470626,0.3483431575470626
2023-03-08,0.6871966123580933,0.609169675783504,0.6257335146174509,0.6276105868708427,0.43082189788131686,0.43082189788131686
2023-03-09,0.42432647943496704,0.5347736430325262,0.5265388042828137,0.5225585483297689,0.348313101006795,0.3483131010067949
2023-03-10,0.4684893488883972,0.5212334655166029,0.5084852342615828,0.523052032863706,0.395372577467611,0.395372577467611
2023-03-13,0.5139707326889038,0.559548874851482,0.5595724467080881,0.5610897277014285,0.3842101897209357,0.3842101897209357
2023-03-14,0.6635041832923889,0.6021215815546224,0.6163360556456087,0.6159514939750044,0.4185372512611666,0.41853725126116653
2023-03-15,0.7830588221549988,0.6386934891899799,0.6650985991594188,0.6656300384508276,0.45399510131830345,0.45399510131830345
2023-03-16,0.7393097877502441,0.6089953261772345,0.6255010484757583,0.6261222586209136,0.4354597974210403,0.4354597974210403
2023-03-17,0.8766679763793945,0.6746448677143172,0.7130337705252018,0.7034776158135294,0.4566089955555803,0.4566089955555803
2023-03-20,0.8113221526145935,0.6283491314035706,0.651306122110873,0.6591180732046849,0.4733200006194396,0.4733200006194397
2023-03-21,0.532454788684845,0.5429724578008863,0.5374705573072939,0.542842098992554,0.39016934238341716,0.3901693423834171
2023-03-22,0.5154511332511902,0.5159980793988349,0.5015047194378921,0.518927489155432,0.4076051420666487,0.4076051420666487
2023-03-23,0.7097286581993103,0.598282585424767,0.6112173941391349,0.617076416065828,0.4402448802612392,0.4402448802612392
2023-03-24,0.6810285449028015,0.5970661453858381,0.6095954740872297,0.6094633767641713,0.41982608587492165,0.41982608587492165
2023-03-27,0.5357378721237183,0.5475081371796818,0.5435181298123547,0.5579436736560455,0.4155086572156617,0.4155086572156617
2023-03-28,0.7164888381958008,0.5989653654532787,0.612127767510484,0.6196974856534476,0.44603085835244266,0.44603085835244266
2023-03-29,0.8854523301124573,0.6530157472935674,0.6841949432975354,0.682422731921999,0.46963351506796375,0.46963351506796375
2023-03-30,0.49879851937294006,0.5423912363174896,0.5366955953294318,0.5419077944559777,0.3845655128072328,0.3845655128072328
2023-03-31,0.10858049988746643,0.4240660368554867,0.37892866271342784,0.3875102473021823,0.29484770824717477,0.29484770824717477
