Threshold,Distance from 0.50,Observations,Positive Rate,Predicted Positive Rate,Accuracy,Balanced Accuracy,ROC-AUC,Average Precision,Macro F1,Positive Precision,Positive Recall,Matthews Correlation,Brier Score,Log Loss
0.3,0.2,415.0,0.5060240963855421,0.9373493975903614,0.4963855421686747,0.49111498257839725,0.5375145180023229,0.5422227916466651,0.37316161857063357,0.5012853470437018,0.9285714285714286,-0.036661766125180975,0.30502414990107674,0.8581431061783346
0.31,0.19,415.0,0.5060240963855421,0.927710843373494,0.4963855421686747,0.4912311265969802,0.5375145180023229,0.5422227916466651,0.3796888968353299,0.5012987012987012,0.919047619047619,-0.033858630005499844,0.30502414990107674,0.8581431061783346
0.32,0.18,415.0,0.5060240963855421,0.9253012048192771,0.4987951807228916,0.4936701509872241,0.5375145180023229,0.5422227916466651,0.38423785881413003,0.5026041666666666,0.919047619047619,-0.02407484309162219,0.30502414990107674,0.8581431061783346
0.33,0.16999999999999998,415.0,0.5060240963855421,0.9204819277108434,0.4987951807228916,0.49372822299651564,0.5375145180023229,0.5422227916466651,0.38734953440835795,0.5026178010471204,0.9142857142857143,-0.02318027215019806,0.30502414990107674,0.8581431061783346
0.34,0.15999999999999998,415.0,0.5060240963855421,0.908433734939759,0.491566265060241,0.48664343786295006,0.5375145180023229,0.5422227916466651,0.3861161938012213,0.4986737400530504,0.8952380952380953,-0.04630722849110443,0.30502414990107674,0.8581431061783346
0.35,0.15000000000000002,415.0,0.5060240963855421,0.9060240963855422,0.4891566265060241,0.48426248548199763,0.5375145180023229,0.5422227916466651,0.3846863984781514,0.4973404255319149,0.8904761904761904,-0.05392951211146983,0.30502414990107674,0.8581431061783346
0.36,0.14,415.0,0.5060240963855421,0.9036144578313253,0.491566265060241,0.48670150987224153,0.5375145180023229,0.5422227916466651,0.38904587476016045,0.49866666666666665,0.8904761904761904,-0.04505814198903958,0.30502414990107674,0.8581431061783346
0.37,0.13,415.0,0.5060240963855421,0.8963855421686747,0.4939759036144578,0.48919860627177697,0.5375145180023229,0.5422227916466651,0.3962005320917858,0.5,0.8857142857142857,-0.035439751902484454,0.30502414990107674,0.8581431061783346
0.38,0.12,415.0,0.5060240963855421,0.8891566265060241,0.4963855421686747,0.4916957026713124,0.5375145180023229,0.5422227916466651,0.40318174624472747,0.5013550135501355,0.8809523809523809,-0.02645010284253678,0.30502414990107674,0.8581431061783346
0.39,0.10999999999999999,415.0,0.5060240963855421,0.8795180722891566,0.4963855421686747,0.49181184668989547,0.5375145180023229,0.5422227916466651,0.40845694799658994,0.5013698630136987,0.8714285714285714,-0.025151917781122576,0.30502414990107674,0.8581431061783346
0.4,0.09999999999999998,415.0,0.5060240963855421,0.8722891566265061,0.4987951807228916,0.4943089430894309,0.5375145180023229,0.5422227916466651,0.41508104298801973,0.5027624309392266,0.8666666666666667,-0.01704972121330306,0.30502414990107674,0.8581431061783346
0.41,0.09000000000000002,415.0,0.5060240963855421,0.8674698795180723,0.4939759036144578,0.4895470383275261,0.5375145180023229,0.5422227916466651,0.41194331983805665,0.5,0.8571428571428571,-0.030826437402855518,0.30502414990107674,0.8581431061783346
0.42,0.08000000000000002,415.0,0.5060240963855421,0.8626506024096385,0.4891566265060241,0.48478513356562136,0.5375145180023229,0.5422227916466651,0.40880012901838514,0.4972067039106145,0.8476190476190476,-0.044198321494798444,0.30502414990107674,0.8581431061783346
0.43,0.07,415.0,0.5060240963855421,0.8530120481927711,0.4987951807228916,0.494541231126597,0.5375145180023229,0.5422227916466651,0.42462539327041005,0.5028248587570622,0.8476190476190476,-0.01541504268059694,0.30502414990107674,0.8581431061783346
0.44,0.06,415.0,0.5060240963855421,0.8481927710843373,0.5036144578313253,0.4994192799070848,0.5375145180023229,0.5422227916466651,0.4323976204387316,0.5056818181818182,0.8476190476190476,-0.0016182358566280857,0.30502414990107674,0.8581431061783346
0.45,0.04999999999999999,415.0,0.5060240963855421,0.8409638554216867,0.5108433734939759,0.5067363530778165,0.5375145180023229,0.5422227916466651,0.44388701489877147,0.5100286532951289,0.8476190476190476,0.018418605007735445,0.30502414990107674,0.8581431061783346
